,co_fracc,latitud,longitud,barrio,comuna,fecha,n_personas
726,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-04,1
727,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-07,1
728,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-05,1
729,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-08,1
730,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-11,2
731,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-15,1
732,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-16,1
733,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-18,1
734,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-04-17,1
735,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-01,1
736,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-03,2
737,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-02,1
738,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-09,1
739,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-08,3
740,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-14,1
741,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-15,2
742,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-18,3
743,13_10,-34.5548318757697,-58.4527309518707,Belgrano,13,2020-05-19,2
744,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-22,2
745,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-23,2
746,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-24,2
747,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-25,1
748,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-26,2
749,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-27,1
750,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-03-19,1
751,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-04-29,1
752,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-05-08,2
753,13_11,-34.544630016893,-58.4436314420726,Belgrano,13,2020-05-13,1
754,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-24,5
755,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-25,2
756,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-27,1
757,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-21,1
758,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-29,1
759,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-06,1
760,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-03-19,3
761,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-11,2
762,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-12,1
763,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-14,1
764,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-15,1
765,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-16,2
766,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-17,1
767,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-24,3
768,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-04-27,1
769,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-05-02,1
770,13_12,-34.5541588558948,-58.440869552261105,Belgrano,13,2020-05-09,1
771,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-22,5
772,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-24,4
773,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-25,2
774,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-26,1
775,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-27,1
776,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-28,3
777,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-29,2
778,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-03-30,1
779,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-06,1
780,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-10,3
781,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-14,1
782,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-18,3
783,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-19,2
784,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-27,1
785,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-29,2
786,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-04-30,1
787,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-04,1
788,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-05,1
789,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-09,1
790,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-08,2
791,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-07,1
792,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-11,1
793,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-12,2
794,13_13,-34.5600399047486,-58.4473291408531,Belgrano,13,2020-05-13,1
795,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-03-23,2
796,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-03-24,3
797,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-03-25,2
798,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-03-28,1
799,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-03-29,1
800,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-04-11,3
801,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-04-25,1
802,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-04-29,1
803,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-05,1
804,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-09,1
805,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-07,1
806,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-12,3
807,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-16,2
808,13_14,-34.561141991691606,-58.453977859049395,Belgrano,13,2020-05-19,1
809,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-03-23,3
810,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-03-25,1
811,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-03-26,1
812,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-03-28,1
813,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-04-04,1
814,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-04-10,1
815,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-04-11,1
816,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-04-20,1
817,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-04-29,2
818,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-05-03,1
819,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-05-04,2
820,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-05-07,2
821,13_15,-34.5634030036629,-58.458558658316605,Belgrano,13,2020-05-15,5
822,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-22,2
823,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-23,4
824,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-24,2
825,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-27,1
826,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-21,3
827,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-04,2
828,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-08,1
829,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-03-19,1
830,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-12,2
831,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-20,1
832,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-22,3
833,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-25,1
834,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-27,1
835,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-05-03,1
836,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-05-02,1
837,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-04-30,2
838,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-05-05,1
839,13_16,-34.560626382171,-58.461637342438294,Belgrano,13,2020-05-09,1
840,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-03-22,1
841,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-03-25,4
842,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-03-24,1
843,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-03-30,2
844,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-03,3
845,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-08,2
846,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-11,1
847,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-15,1
848,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-22,1
849,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-24,1
850,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-04-30,2
851,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-05-01,1
852,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-05-04,1
853,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-05-08,2
854,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-05-09,1
855,13_17,-34.5638208636826,-58.4650799240754,Belgrano,13,2020-05-15,2
856,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-03-22,7
857,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-03-23,4
858,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-03-27,1
859,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-04-15,2
860,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-04-26,1
861,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-04-28,1
862,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-04-29,1
863,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-02,1
864,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-04,3
865,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-09,1
866,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-10,1
867,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-14,2
868,13_18,-34.569402650894,-58.467107063073996,Belgrano,13,2020-05-18,1
869,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-23,3
870,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-24,3
871,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-25,1
872,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-26,1
873,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-27,1
874,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-21,1
875,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-28,1
876,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-30,1
877,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-03-19,2
878,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-04-09,1
879,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-05-02,4
880,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-05-08,1
881,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-05-09,2
882,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-05-11,1
883,13_19,-34.5685103163801,-58.46133991458299,Belgrano,13,2020-05-19,1
884,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-22,1
885,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-23,2
886,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-24,2
887,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-26,2
888,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-27,2
889,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-21,1
890,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-04-04,1
891,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-04-05,1
892,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-03-19,6
893,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-04-16,2
894,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-05-03,1
895,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-05-05,1
896,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-05-07,1
897,13_2,-34.5447984578976,-58.4658436390123,Nu̱ez,13,2020-05-18,2
898,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-22,1
899,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-23,2
900,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-24,1
901,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-25,4
902,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-27,1
903,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-28,1
904,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-04-03,1
905,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-03-19,4
906,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-04-13,2
907,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-04-15,1
908,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-04-18,1
909,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-04-25,1
910,13_20,-34.5664668378352,-58.4564164312815,Belgrano,13,2020-05-12,2
911,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-22,1
912,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-23,1
913,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-28,3
914,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-29,2
915,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-30,1
916,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-04,1
917,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-06,1
918,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-08,1
919,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-03-19,7
920,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-15,2
921,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-19,2
922,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-17,1
923,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-21,1
924,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-25,1
925,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-04-27,2
926,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-05-01,3
927,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-05-03,1
928,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-05-10,1
929,13_21,-34.5638211022139,-58.451478718553,Belgrano,13,2020-05-12,1
930,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-03-22,2
931,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-03-23,2
932,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-03-26,1
933,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-03-27,2
934,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-03-21,1
935,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-04-06,1
936,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-04-12,3
937,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-04-19,2
938,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-05-04,1
939,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-05-08,1
940,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-05-11,2
941,13_22,-34.5645119556282,-58.4465284614326,Belgrano,13,2020-05-16,1
942,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-23,5
943,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-26,1
944,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-21,2
945,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-22,1
946,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-28,2
947,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-29,1
948,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-03-19,2
949,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-04-10,1
950,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-03,1
951,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-04-30,2
952,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-10,2
953,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-07,1
954,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-11,1
955,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-12,2
956,13_23,-34.5694958735746,-58.452706828694,Colegiales,13,2020-05-18,2
957,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-23,2
958,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-24,1
959,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-25,1
960,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-27,1
961,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-21,2
962,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-03-29,1
963,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-07,2
964,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-05,2
965,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-12,1
966,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-15,1
967,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-20,1
968,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-04-27,3
969,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-05-04,1
970,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-05-07,2
971,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-05-10,3
972,13_24,-34.573125365387995,-58.4571462996889,Colegiales,13,2020-05-09,1
973,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-03-25,1
974,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-03-21,2
975,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-04-12,1
976,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-04-15,1
977,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-04-16,1
978,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-04-19,2
979,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-04-30,2
980,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-05-03,1
981,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-05-02,2
982,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-05-08,1
983,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-05-09,2
984,13_25,-34.577515689309394,-58.4566786711969,Colegiales,13,2020-05-12,1
985,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-03-23,2
986,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-03-24,2
987,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-03-21,1
988,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-04-03,1
989,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-04-11,1
990,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-04-27,1
991,13_26,-34.5751765071361,-58.451150030425204,Colegiales,13,2020-05-13,1
992,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-03-23,1
993,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-03-25,1
994,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-03-26,2
995,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-03-21,1
996,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-07,1
997,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-04,1
998,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-14,1
999,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-19,1
1000,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-17,1
1001,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-22,4
1002,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-26,2
1003,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-04-28,2
1004,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-05-05,1
1005,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-05-06,4
1006,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-05-08,2
1007,13_27,-34.569906942295,-58.4487110104761,Colegiales,13,2020-05-18,1
1008,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-03-23,1
1009,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-03-24,4
1010,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-03-22,2
1011,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-04-07,2
1012,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-03-19,4
1013,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-04-15,1
1014,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-04-17,2
1015,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-04-25,1
1016,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-04-29,1
1017,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-01,3
1018,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-02,1
1019,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-05,3
1020,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-08,4
1021,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-07,1
1022,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-12,1
1023,13_28,-34.5724317337513,-58.4443999930555,Colegiales,13,2020-05-19,1
1024,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-03-22,3
1025,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-03-25,6
1026,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-03-27,2
1027,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-03,2
1028,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-04,1
1029,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-06,1
1030,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-03-19,3
1031,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-11,1
1032,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-15,1
1033,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-04-20,2
1034,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-05-04,2
1035,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-05-07,1
1036,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-05-12,2
1037,13_29,-34.578626896658896,-58.4455842221128,Colegiales,13,2020-05-16,2
1038,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-22,2
1039,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-24,1
1040,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-21,2
1041,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-29,1
1042,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-30,2
1043,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-04-03,1
1044,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-04-04,2
1045,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-03-19,2
1046,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-04-22,2
1047,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-04-29,1
1048,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-05-09,1
1049,13_3,-34.540517195605695,-58.4585124243524,Nu̱ez,13,2020-05-18,1
1050,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-03-22,1
1051,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-03-24,4
1052,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-03-25,1
1053,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-03-21,2
1054,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-03-30,2
1055,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-04,1
1056,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-06,1
1057,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-15,1
1058,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-18,1
1059,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-26,1
1060,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-04-28,2
1061,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-05-03,2
1062,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-05-04,3
1063,13_4,-34.551382040321,-58.4633356586112,Nu̱ez,13,2020-05-12,3
