,co_fracc,latitud,longitud,barrio,comuna,fecha,n_personas
1777,15_19,-34.6011066821816,-58.434948716697505,Villa Crespo,15,2020-05-01,1
1778,15_19,-34.6011066821816,-58.434948716697505,Villa Crespo,15,2020-05-18,2
1779,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-03-23,1
1780,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-03-26,1
1781,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-03-28,1
1782,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-04-03,1
1783,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-04-04,1
1784,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-04-07,1
1785,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-04-05,2
1786,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-05-01,2
1787,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-05-09,1
1788,15_2,-34.5843880154179,-58.483183278316204,Parque Chas,15,2020-05-19,1
1789,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-03-23,2
1790,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-03-26,1
1791,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-03-21,1
1792,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-04-06,1
1793,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-04-05,1
1794,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-04-22,1
1795,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-02,1
1796,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-06,1
1797,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-09,1
1798,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-11,2
1799,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-12,3
1800,15_20,-34.5965974983725,-58.435060882377,Villa Crespo,15,2020-05-18,2
1801,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-03-23,1
1802,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-03-25,2
1803,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-03-24,1
1804,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-03-21,1
1805,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-03-30,2
1806,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-04,2
1807,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-06,1
1808,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-12,2
1809,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-21,1
1810,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-23,1
1811,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-27,5
1812,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-04-29,2
1813,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-05-01,1
1814,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-05-02,1
1815,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-05-05,1
1816,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-05-06,1
1817,15_21,-34.5979496605536,-58.4301050050342,Villa Crespo,15,2020-05-08,2
1818,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-23,1
1819,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-24,1
1820,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-25,3
1821,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-26,1
1822,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-27,2
1823,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-03-30,1
1824,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-11,3
1825,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-15,1
1826,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-17,3
1827,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-19,1
1828,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-22,1
1829,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-27,1
1830,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-03,3
1831,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-01,2
1832,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-04-30,1
1833,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-04,1
1834,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-10,1
1835,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-12,1
1836,15_3,-34.5773463152001,-58.4684048105678,Villa Ortuzar,15,2020-05-14,1
1837,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-03-22,1
1838,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-03-23,4
1839,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-03-26,1
1840,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-03-21,1
1841,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-03-28,1
1842,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-02,1
1843,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-04,1
1844,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-05,1
1845,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-21,2
1846,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-24,1
1847,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-04-27,2
1848,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-05-04,1
1849,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-05-10,1
1850,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-05-12,2
1851,15_4,-34.5837479832482,-58.4670747080906,Villa Ortuzar,15,2020-05-18,1
1852,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-03-22,2
1853,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-03-23,4
1854,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-03-24,1
1855,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-03-25,2
1856,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-04,1
1857,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-06,1
1858,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-13,4
1859,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-19,1
1860,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-18,3
1861,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-20,2
1862,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-21,1
1863,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-26,2
1864,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-29,1
1865,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-03,2
1866,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-04-30,1
1867,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-02,1
1868,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-04,1
1869,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-05,1
1870,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-08,1
1871,15_5,-34.5861304913214,-58.4769386592371,Parque Chas,15,2020-05-09,1
1872,15_6,-34.5952031919175,-58.48725030810329,Agronomia,15,2020-04-05,2
1873,15_6,-34.5952031919175,-58.48725030810329,Agronomia,15,2020-03-19,2
1874,15_6,-34.5952031919175,-58.48725030810329,Agronomia,15,2020-04-08,3
1875,15_6,-34.5952031919175,-58.48725030810329,Agronomia,15,2020-04-25,1
1876,15_6,-34.5952031919175,-58.48725030810329,Agronomia,15,2020-05-01,7
1877,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-03-23,1
1878,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-03-19,2
1879,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-04-15,2
1880,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-04-21,1
1881,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-04-22,2
1882,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-04-23,1
1883,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-05-01,1
1884,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-05-04,2
1885,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-05-09,2
1886,15_7,-34.596332384541604,-58.471540029063604,Paternal,15,2020-05-17,1
1887,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-03-26,1
1888,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-03-21,2
1889,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-03-30,2
1890,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-04,1
1891,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-03,1
1892,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-15,1
1893,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-18,1
1894,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-21,1
1895,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-04-22,1
1896,15_8,-34.6000671276743,-58.46167498127421,Paternal,15,2020-05-01,1
1897,15_9,-34.5909468015773,-58.4574218761724,Chacarita,15,2020-04-25,1
1898,1_1,-34.5866759712159,-58.368851081792705,Retiro,1,2020-04-15,1
1899,1_1,-34.5866759712159,-58.368851081792705,Retiro,1,2020-04-21,2
1900,1_1,-34.5866759712159,-58.368851081792705,Retiro,1,2020-04-23,3
1901,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-23,1
1902,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-25,5
1903,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-27,2
1904,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-21,1
1905,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-29,1
1906,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-30,1
1907,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-04-06,1
1908,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-03-19,1
1909,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-04-22,1
1910,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-04-26,1
1911,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-04-29,1
1912,1_10,-34.6018085705657,-58.38965300373629,San Nicolas,1,2020-05-10,1
1913,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-22,2
1914,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-23,2
1915,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-24,3
1916,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-26,1
1917,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-27,2
1918,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-03-21,2
1919,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-03,1
1920,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-04,1
1921,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-08,1
1922,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-05,1
1923,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-14,3
1924,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-22,1
1925,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-25,1
1926,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-04-27,1
1927,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-05-05,1
1928,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-05-07,1
1929,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-05-11,1
1930,1_11,-34.6066354030055,-58.3892602800176,San Nicolas,1,2020-05-12,1
1931,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-03-22,1
1932,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-03-24,2
1933,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-03-25,2
1934,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-03-26,2
1935,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-04,1
1936,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-03-19,3
1937,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-11,2
1938,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-15,1
1939,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-20,1
1940,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-22,2
1941,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-28,1
1942,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-04-29,1
1943,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-05-01,2
1944,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-05-03,1
1945,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-05-08,2
1946,1_12,-34.6057710905153,-58.3773893926182,San Nicolas,1,2020-05-07,1
1947,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-23,4
1948,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-25,1
1949,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-21,2
1950,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-28,2
1951,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-30,2
1952,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-03-19,4
1953,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-08,1
1954,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-16,1
1955,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-18,1
1956,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-21,1
1957,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-27,1
1958,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-04-29,1
1959,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-05-06,1
1960,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-05-08,2
1961,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-05-10,1
1962,1_13,-34.6092148463035,-58.3563780730091,Puerto Madero,1,2020-05-12,1
1963,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-03-22,1
1964,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-03-23,3
1965,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-03-24,2
1966,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-03-27,1
1967,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-03-21,1
1968,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-08,1
1969,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-18,2
1970,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-17,1
1971,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-22,1
1972,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-23,1
1973,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-26,3
1974,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-24,2
1975,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-04-29,1
1976,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-05-03,2
1977,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-05-15,1
1978,1_14,-34.611776468963,-58.37159726971189,Monserrat,1,2020-05-19,1
1979,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-03-22,1
1980,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-03-23,1
1981,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-03-24,1
1982,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-03-21,2
1983,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-04-06,2
1984,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-04-05,2
1985,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-03-19,1
1986,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-04-19,1
1987,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-04-24,2
1988,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-04-26,1
1989,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-05-01,2
1990,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-05-08,3
1991,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-05-07,1
1992,1_15,-34.6127830823112,-58.379023693651504,Monserrat,1,2020-05-16,1
1993,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-03-23,1
1994,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-03-26,1
1995,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-03-21,2
1996,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-04-23,2
1997,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-04-26,1
1998,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-05-06,2
1999,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-05-08,1
2000,1_16,-34.6103524468162,-58.3873311773007,Monserrat,1,2020-05-12,1
2001,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-23,4
2002,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-26,1
2003,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-21,2
2004,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-22,4
2005,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-29,1
2006,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-04-04,1
2007,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-03-19,1
2008,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-04-23,1
2009,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-04-30,1
2010,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-05-09,1
2011,1_17,-34.6132367240239,-58.384608788373896,Monserrat,1,2020-05-13,1
2012,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-22,1
2013,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-23,2
2014,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-25,1
2015,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-26,1
2016,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-29,1
2017,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-30,1
2018,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-04-06,1
2019,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-03-19,1
2020,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-04-21,1
2021,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-04-22,1
2022,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-04-25,1
2023,1_18,-34.6149911140599,-58.3898420902939,Monserrat,1,2020-05-08,1
2024,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-03-23,4
2025,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-03-19,1
2026,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-04-23,5
2027,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-05-05,1
2028,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-05-08,1
2029,1_19,-34.6166460849657,-58.385300570194396,Monserrat,1,2020-05-15,1
2030,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-03-23,1
2031,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-03-26,1
2032,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-04-14,1
2033,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-04-20,1
2034,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-04-23,1
2035,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-04-27,1
2036,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-04-28,1
2037,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-05-02,2
2038,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-05-10,1
2039,1_20,-34.6203282320234,-58.3894552926001,Constitucion,1,2020-05-12,1
2040,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-23,1
2041,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-24,1
2042,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-25,2
2043,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-26,3
2044,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-27,1
2045,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-03-21,2
2046,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-04-07,1
2047,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-04-04,1
2048,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-04-15,2
2049,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-04-16,2
2050,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-04-20,1
2051,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-05-04,1
2052,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-05-09,1
2053,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-05-07,3
2054,1_21,-34.620034327366,-58.3843890037917,Constitucion,1,2020-05-08,1
2055,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-03-23,4
2056,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-03-25,1
2057,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-03-21,2
2058,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-04-06,2
2059,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-04-11,1
2060,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-04-19,2
2061,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-05-01,1
2062,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-05-03,1
2063,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-04-30,1
2064,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-05-04,1
2065,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-05-05,1
2066,1_22,-34.6217090395954,-58.379271755450894,Constitucion,1,2020-05-08,2
2067,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-03-23,1
2068,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-03-26,1
2069,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-03-21,1
2070,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-04-05,1
2071,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-04-25,1
2072,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-04-24,1
2073,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-04-29,2
2074,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-05-02,1
2075,1_23,-34.6178852293794,-58.374468184378,San Telmo,1,2020-05-08,1
2076,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-03-22,1
2077,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-03-24,3
2078,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-03-23,1
2079,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-04-08,3
2080,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-04-05,1
2081,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-04-16,2
2082,1_24,-34.620371600271504,-58.368293500026105,San Telmo,1,2020-04-23,1
2083,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-03-23,1
2084,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-03-24,1
2085,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-03-26,1
2086,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-03-30,2
2087,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-04-04,1
2088,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-04-15,2
2089,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-04-21,2
2090,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-04-23,1
2091,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-03,1
2092,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-01,1
2093,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-06,1
2094,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-10,1
2095,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-09,1
2096,1_25,-34.6238543587433,-58.3714727418205,San Telmo,1,2020-05-12,3
2097,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-03-23,1
2098,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-03-24,1
2099,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-03-25,2
2100,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-03-26,2
2101,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-04-05,1
2102,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-04-18,2
2103,1_26,-34.623154332591,-58.375531512032005,San Telmo,1,2020-04-17,1
